citation,year,keywords,value,mentions_data,mentions_code,ipums,github_link,dataverse,osf_link,on_request,volume
Are Skeie Hermansen; Age at Arrival and Life Chances Among Childhood Immigrants. Demography 1 February 2017; 54 (1): 201–229. doi: https://doi.org/10.1007/s13524-016-0535-1,2017,"Age at arrival, Immigration, Assimilation, Child development, Sibling fixed effects",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Liliya Leopold, Thomas Leopold, Clemens M. Lechner; Do Immigrants Suffer More From Job Loss? Unemployment and Subjective Well-being in Germany. Demography 1 February 2017; 54 (1): 231–257. doi: https://doi.org/10.1007/s13524-016-0539-x",2017,"Unemployment, Immigrants and natives, Subjective well-being, Panel data, Fixed-effects models","Replication files and supplementary material are available at the authors’ websites (http://www.liliyaleopold.com, http://www.thomasleopold.eu, and http://www.clemenslechner.eu). We thank Thijs Bol, Irena Kogan, and seminar participants at the University of Amsterdam for their comments on earlier versions of this article.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Carolyn A. Liebler, Sonya R. Porter, Leticia E. Fernandez, James M. Noon, Sharon R. Ennis; America’s Churning Races: Race and Ethnicity Response Changes Between Census 2000 and the 2010 Census. Demography 1 February 2017; 54 (1): 259–284. doi: https://doi.org/10.1007/s13524-016-0544-0",2010,"Race, Hispanic origin, Response change, Census 2000, 2010 census",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Jeffrey Napierala, Nancy Denton; Measuring Residential Segregation With the ACS: How the Margin of Error Affects the Dissimilarity Index. Demography 1 February 2017; 54 (1): 285–309. doi: https://doi.org/10.1007/s13524-016-0545-z",2017,"American Community Survey, Residential segregation, Dissimilarity index, Segregation methodology","Some issues with the ACS result from the lack of current, highly accurate population controls. Because the long-form was collected simultaneously with the short form, 100 % population counts are available to adjust the sample data at a very low level of geography: contiguous block groups with as few as 400 sample persons (Schindler 2005; U.S. Census Bureau 2002). However, the ACS uses population controls from the Population Estimates Program (PEP), resulting in lower-quality estimates. Although PEP uses the decennial census counts as a baseline, it must rely on other sources of data, such as birth and death records, in an attempt to bring estimates up to date. Consequently, PEP estimates are much less accurate than a full census. They are also not available at finer units of analysis: estimates are produced for counties or groups of small-population counties and for subcounty areas, such as minor civil divisions (MCDs) and incorporated places. As a result, adjustments are made using a two-step process with these much larger units (see U.S. Census Bureau 2009a,b).2 Although the process increases the reliability of ACS population estimates (Starsinic 2005), the result is a less-refined product than comparable long-form data.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
"Jeffrey Napierala, Nancy Denton; Measuring Residential Segregation With the ACS: How the Margin of Error Affects the Dissimilarity Index. Demography 1 February 2017; 54 (1): 285–309. doi: https://doi.org/10.1007/s13524-016-0545-z",2017,"American Community Survey, Residential segregation, Dissimilarity index, Segregation methodology",Results for all CBSAs are available at http://http://csda.cas.albany.edu/acs_seg/.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
Charles L. Baum; The Effects of College on Weight: Examining the “Freshman 15” Myth and Other Effects of College Over the Life Cycle. Demography 1 February 2017; 54 (1): 311–336. doi: https://doi.org/10.1007/s13524-016-0530-6,2017,"Weight, Weight gain, College, Freshman 15",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Payal Hathi, Sabrina Haque, Lovey Pant, Diane Coffey, Dean Spears; Place and Child Health: The Interaction of Population Density and Sanitation in Developing Countries. Demography 1 February 2017; 54 (1): 337–360. doi: https://doi.org/10.1007/s13524-016-0538-y",2017,"Sanitation, Population density, Infant mortality, Child height, South Asia","These analyses combine data from two sources: (1) population density from census or other aggregate demographic data; and (2) sanitation, health, and other covariate data from DHS collected between 1990 and 2012. DHS are internationally comparable, nationally representative surveys collected in poor and middle-income countries.5 We append all available DHS to make a large data set in which each observation is an individual child. We merge to the child-level data a new data set on population density at the level of DHS subnational regions (hereafter, regions). For each of the more than 1,800 regions, we manually matched the region to publicly available, published demographic data for the closest available year to the year of the survey. Table S1 in Online Resource 1 lists all the countries and years in the international sample as well as the source of the region level data on population density.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
"Payal Hathi, Sabrina Haque, Lovey Pant, Diane Coffey, Dean Spears; Place and Child Health: The Interaction of Population Density and Sanitation in Developing Countries. Demography 1 February 2017; 54 (1): 337–360. doi: https://doi.org/10.1007/s13524-016-0538-y",2017,"Sanitation, Population density, Infant mortality, Child height, South Asia","Each PSU in the Bangladesh DHS is accompanied by a GIS code (publicly available on request), which includes the latitude and longitude of the PSU.17 We use ArcGIS 10 software and a polygon overlay technique to match PSUs from the DHS to districts and UWPs from the 2009 Local Government Engineering Department (LEGD) UWP-level map. After identifying each PSU’s UWP, we match it with a UWP-level population density from census data from Bangladesh Bureau of Statistics (2002, 2012) to create our independent variable of interest: the interaction of PSU-level open defecation with the log of UWP-level population density. The 1999 and 2004 DHS are matched to the 2001 population census of Bangladesh; the 2011 DHS is matched to the 2011 population census.18 Thus, each PSU is matched to a highly disaggregated measure of population density. Because the DHS are repeated, nationally representative cross-sections that do not form a panel of PSUs, it is often the case that a given UWP is not represented in more than one round of the DHS. Therefore, the smallest geographic unit for which we can include a fixed effect is the district.",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
Kristin Turney; The Unequal Consequences of Mass Incarceration for Children. Demography 1 February 2017; 54 (1): 361–389. doi: https://doi.org/10.1007/s13524-016-0543-1,2017,"Children’s well-being, Family instability, Fragile Families and Child Wellbeing Study, Heterogeneous treatment effects, Paternal incarceration",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Jennifer Laird; Public Sector Employment Inequality in the United States and the Great Recession. Demography 1 February 2017; 54 (1): 391–411. doi: https://doi.org/10.1007/s13524-016-0532-4,2017,"Employment, Race, Gender, Recession",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Francesco Cinnirella, Marc Klemp, Jacob Weisdorf; Malthus in the Bedroom: Birth Spacing as Birth Control in Pre-Transition England. Demography 1 April 2017; 54 (2): 413–436. doi: https://doi.org/10.1007/s13524-017-0556-4",2017,"Spacing, Birth intervals, Birth control, Fertility limitation, Preventive check",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"William G. Axinn, Dirgha J. Ghimire, Emily Smith-Greenaway; Emotional Variation and Fertility Behavior. Demography 1 April 2017; 54 (2): 437–458. doi: https://doi.org/10.1007/s13524-017-0555-5",2017,"Fertility limitation, Spousal emotions, Contraceptive use, Family change",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Kieron J. Barclay, Martin Kolk; The Long-Term Cognitive and Socioeconomic Consequences of Birth Intervals: A Within-Family Sibling Comparison Using Swedish Register Data. Demography 1 April 2017; 54 (2): 459–484. doi: https://doi.org/10.1007/s13524-017-0550-x",2017,"Birth intervals, Cognitive ability, Socioeconomic attainment, Population register data, Sweden",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Mónica Hernández-Alava, Gurleen Popli; Children’s Development and Parental Input: Evidence From the UK Millennium Cohort Study. Demography 1 April 2017; 54 (2): 485–511. doi: https://doi.org/10.1007/s13524-017-0554-6",2017,"Cognitive and noncognitive development, Parental investment, Home learning environment, Dynamic factor model",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Sharon H. Bzostek, Lawrence M. Berger; Family Structure Experiences and Child Socioemotional Development During the First Nine Years of Life: Examining Heterogeneity by Family Structure at Birth. Demography 1 April 2017; 54 (2): 513–540. doi: https://doi.org/10.1007/s13524-017-0563-5",2017,"Family structure, Family instability, Fragile Families and Child Wellbeing Study, Repartnering, Child well-being",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
Deirdre Bloome; Childhood Family Structure and Intergenerational Income Mobility in the United States. Demography 1 April 2017; 54 (2): 541–569. doi: https://doi.org/10.1007/s13524-017-0564-4,2017,"Intergenerational mobility, Family structure, Family dynamics, Income inequality",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Marigee Bacolod, Marcos A. Rangel; Economic Assimilation and Skill Acquisition: Evidence From the Occupational Sorting of Childhood Immigrants. Demography 1 April 2017; 54 (2): 571–602. doi: https://doi.org/10.1007/s13524-017-0558-2",2017,"Immigration, Assimilation, Skills, English, Specialization",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Mathias Czaika, Christopher R. Parsons; The Gravity of High-Skilled Migration Policies. Demography 1 April 2017; 54 (2): 603–630. doi: https://doi.org/10.1007/s13524-017-0559-1",2017,"High-skilled immigration, Human capital, Immigration policy",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Raven Molloy, Christopher L. Smith, Abigail Wozniak; Job Changing and the Decline in Long-Distance Migration in the United States. Demography 1 April 2017; 54 (2): 631–653. doi: https://doi.org/10.1007/s13524-017-0551-9",2017,"Migration, Job change, Labor market participation, Population aging, Licensing",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Alberto Palloni, Hiram Beltrán-Sánchez; Discrete Barker Frailty and Warped Mortality Dynamics at Older Ages. Demography 1 April 2017; 54 (2): 655–671. doi: https://doi.org/10.1007/s13524-017-0548-4",2017,"Barker hypothesis, Early origins of health and disease, Old-age mortality, Demographic frailty",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Adeline Delavande, Jinkook Lee, Seetha Menon; Eliciting Survival Expectations of the Elderly in Low-Income Countries: Evidence From India. Demography 1 April 2017; 54 (2): 673–699. doi: https://doi.org/10.1007/s13524-017-0560-8",2017,"Survival expectations, Aging, Biomarkers",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Robert M. Gonzalez, Donna Gilleskie; Infant Mortality Rate as a Measure of a Country’s Health: A Robust Method to Improve Reliability and Comparability. Demography 1 April 2017; 54 (2): 701–720. doi: https://doi.org/10.1007/s13524-017-0553-7",2017,"Health measurement, Infant mortality rate, Socioeconomic development",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Maarten J. Bijlsma, Rhian M. Daniel, Fanny Janssen, Bianca L. De Stavola; An Assessment and Extension of the Mechanism-Based Approach to the Identification of Age-Period-Cohort Models. Demography 1 April 2017; 54 (2): 721–743. doi: https://doi.org/10.1007/s13524-017-0562-6",2017,"Age-period-cohort analysis, Identification, Causal inference, Mechanisms, Front-door criterion",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Ozkan Eren; Differential Peer Effects, Student Achievement, and Student Absenteeism: Evidence From a Large-Scale Randomized Experiment. Demography 1 April 2017; 54 (2): 745–773. doi: https://doi.org/10.1007/s13524-017-0552-8",2017,"Peer effects, Instrumental variables, Randomized experiment, Teach for America, Power calculations","The data contain 5,320 student observations from high schools who were randomly assigned to a TFA/TF or a control classroom at the beginning of the school year. Regular roster checks throughout the year (in the fall, in the first week of spring semester, and toward the end of school year) were administered to monitor the integrity of the experiment. Information on student achievement comes from a variety of sources. Baseline math achievement test scores were available through the district administrative records and were measured for all students as students’ most recent prior scores on end-of-year state assessment exams.11 The state endline assessments were missing for the majority of the high school students. Federal law requires states to assess students only once in high schools, and there is no uniformity across the states on the timing (grade level) of assessment. Therefore, MPR administered a computer adaptive end-of-year math assessment exam at the high school level. The assessments were exclusively for the course taken and were developed by the Northwest Evaluation Association (NWEA). Unfortunately, the data set does not contain any information on endline reading achievement, and thus the achievement outcome of interest throughout this article is the endline math test scores. Scores were standardized with respect to either the state or the national reference population. Specifically, the reference population for state assessment (baseline) math test scores was the entire set of students who took the same assessment in the same state, year, and grade; and for the endline math test scores, it was the nationwide NWEA normative sample.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
"Naomi F. Sugie, Michael C. Lens; Daytime Locations in Spatial Mismatch: Job Accessibility and Employment at Reentry From Prison. Demography 1 April 2017; 54 (2): 775–800. doi: https://doi.org/10.1007/s13524-017-0549-3",2017,"Spatial mismatch, Reentry, Employment, GPS information",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
Gary N. Marks; Family Income Has Only Weak Effects on Cognitive Scores in Australia: A Comment on Khanam and Nghiem. Demography 1 April 2017; 54 (2): 801–807. doi: https://doi.org/10.1007/s13524-017-0557-3,2017,"Family Income, Permanent Income, Peabody Picture Vocabulary Test, Peabody Individual Achievement Test, Peabody Individual Achievement",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Rasheda Khanam, Son Nghiem; Family Income and Child Cognitive Development: A Response to Marks. Demography 1 April 2017; 54 (2): 809–812. doi: https://doi.org/10.1007/s13524-017-0567-1",2017,"Unobserved Heterogeneity, Dynamic Panel Data, Mathematical Score, Child Cognitive Development, Income Parameter",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Tony Fahey; The Sibsize Revolution and Social Disparities in Children’s Family Contexts in the United States, 1940–2012. Demography 1 June 2017; 54 (3): 813–834. doi: https://doi.org/10.1007/s13524-017-0568-0",2012,"Children, Family size, Sibsize, Social inequality, United States",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Adriana D. Kugler, Santosh Kumar; Preference for Boys, Family Size, and Educational Attainment in India. Demography 1 June 2017; 54 (3): 835–859. doi: https://doi.org/10.1007/s13524-017-0575-1",2017,"Quantity-quality trade-off, Education, Family size, India",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Kristin Turney, Sarah Halpern-Meekin; Parenting in On/Off Relationships: The Link Between Relationship Churning and Father Involvement. Demography 1 June 2017; 54 (3): 861–886. doi: https://doi.org/10.1007/s13524-017-0571-5",2017,"Father involvement, Relationship churning, Relationship instability",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
